店名,種類,地址,評價,評分人數
熊來樂 （ 台南南科創始店）,restaurant,744台灣臺南市新市區西拉雅大道298號,4.6,635
蒔柒鐵板燒（不接受AutoReserve訂位，需訂位請私訊fb/IG),restaurant,744008台灣臺南市新市區銘傳街101號1樓,4.8,302
ajussi-阿啾西拉麵圖書館-新市陽光店,restaurant,744台灣臺南市新市區陽光大道22號,4.9,221
京采割烹日本料理,restaurant,744001台灣臺南市新市區銘傳街99號,4.7,139
小兔來了餐廳-新市總店,"meal_delivery, restaurant, store",744台灣臺南市新市區社內1-7號,4.8,378
金花點心攤新市店,restaurant,744台灣臺南市新市區富安一街59號,4.5,985
SaCheese Pizza薩米披薩🍕（禮拜三3/24店休一天‼️),"meal_takeaway, restaurant",744台灣臺南市新市區富林路198號,4.9,186
妙香林素食店,restaurant,712台灣臺南市新化區建國街55號,4.5,4
廣食堂-精緻美味便當 [新市店］,meal_delivery,744台灣臺南市新市區復興路27號,4.5,364
餃子本舖,restaurant,744台灣臺南市新市區長安街111-5號,5.0,14
阿祐吐司 ᴀʏᴜ ᴛᴏᴀꜱᴛ (台南新市店）,restaurant,744台灣臺南市新市區仁愛街199號,4.7,302
非螄不可｜螺螄粉新市旗艦店,"meal_delivery, meal_takeaway, restaurant",744台灣臺南市新市區中正路237-10號,4.7,380
億品鍋_台南新市店 Mini Shabu Shabu,restaurant,744台灣臺南市新市區社內1-5號,4.8,1381
吉祥平安素食,restaurant,730台灣臺南市新營區武昌街39-1號,5.0,1
微笑素食蔬食,restaurant,730台灣臺南市新營區武昌街39-1號,5.0,1
幸福素食,restaurant,730台灣臺南市新營區新進路二段7號,5.0,4
臻園素食拉麵專賣店,restaurant,730台灣臺南市新營區中興路6號,4.6,290
拾采 好粥甜品,restaurant,730台灣臺南市新營區新進路二段133號,4.9,39
天工炸物【全素專賣】,restaurant,730台灣臺南市新營區明清街16號,5.0,2
員濃苜蓿芽捲-台南新營店,restaurant,730台灣臺南市新營區復興路29巷7號,4.7,15
老魏,restaurant,730台灣臺南市新營區民權路94巷19號,4.9,22
阿雪素食素食食品專賣店-博愛店,"grocery_or_supermarket, health, store",730台灣臺南市新營區博愛街127號,4.5,36
均食堂 自然有機節氣廚房,restaurant,730台灣臺南市新營區民族路12號,4.5,121
素食清粥小菜,restaurant,730台灣臺南市新營區復興路194號,5.0,5
平安素食自助餐館,restaurant,73008台灣臺南市新營區康樂街7號,4.5,28
幸福食光~手作甜湯,restaurant,730台灣臺南市新營區民權路118號,4.8,385
野餐，日。健康餐盒（台南新營店）,restaurant,730台灣臺南市新營區民權路96-6號,4.7,249
老妹的灶下 無麵粉無加糖飲食專賣,"grocery_or_supermarket, store",730台灣臺南市新營區義和街25-3號,4.8,85
嗑肉石鍋-台南新營店(二代店),restaurant,730台灣臺南市新營區三民路122號,4.9,4930
廣美自助餐,restaurant,730台灣臺南市新營區民治路154-1號,4.7,60
新北涼麵 X 漫典手作美食,restaurant,730台灣臺南市新營區新北街221號,4.8,46
寶寶夢想城堡,"bakery, restaurant, store",73009台灣臺南市新營區三民路149-1號,4.7,496
饗翻天臭臭鍋【新營店】,restaurant,730台灣臺南市新營區民生路95號,4.8,921
玉膳房麵食館,restaurant,737台灣臺南市鹽水區土庫96號,4.8,58
戰 鬥 雞 新營民權店,restaurant,730台灣臺南市新營區民權路47號一樓,4.6,37
素食麵線羹,restaurant,730台灣臺南市新營區長春街43號,4.6,5
沐蔬坊 素食鍋燒,restaurant,701台灣臺南市東區裕農路669號,4.9,119
芳珍蔬食-台南崇善店(點餐時間19:00止),restaurant,70169台灣臺南市東區崇善路227-5號,4.6,262
旅蒔光蔬食(蛋奶素食，無五香)公休日以FB、IG公告為主,restaurant,701台灣臺南市東區大同路二段61巷1弄19號,4.9,19
光點素食（台南東區蔬食）,restaurant,701台灣台南市东区东门路三段226巷44號1樓,4.5,180
浮島小食光,restaurant,701台灣臺南市東區崇善路896號,4.9,52
善香居/素拌麵/手工製麵vegan,restaurant,701台灣臺南市東區崇明十五街38號之1,5.0,21
莘咖哩 Veganers World,"grocery_or_supermarket, restaurant, store",701台灣臺南市東區東和路2號,4.9,2907
金蔬禧蔬食,restaurant,701040台灣臺南市東區崇明十五街38號,4.8,8
拾香蔬食鍋燒-Bonjour二號店,restaurant,701台灣臺南市東區崇明十五街36號,4.6,58
穎記早點,restaurant,701台灣臺南市東區東興路18號,4.6,298
樸石蔬食烘焙,restaurant,701台灣臺南市東區崇德十八街121號,4.6,64
好粥對麵 素食廣東粥 崇信店,restaurant,701台灣臺南市東區崇信街133號,4.7,61
小樹苗蔬食早餐,restaurant,701台灣臺南市東區光明街147-10號,4.7,137
萬德福 素食鹹蔬雞 台南東區店,restaurant,701台灣臺南市東區自由路三段376號,4.7,43
素食法國麵包,"restaurant, store",701台灣臺南市東區光明街12號,4.5,161
小蓮素食鹽酥G-台南自由店 （公休日如遇初一十五會延後休假）,restaurant,701台灣臺南市東區自由路二段109號,4.6,62
素人麵線,restaurant,733台灣台南市东山区217號,4.9,44
素玉餐廳,restaurant,732台灣臺南市白河區1-2號,4.9,64
晨曦庭園美食,"cafe, restaurant",732台灣臺南市白河區2號,4.8,393
臺南最高峰五隆園咖啡B&B景觀莊園,"lodging, restaurant, store",733台灣臺南市東山區108之4號,4.5,421
龍泉食堂,restaurant,732台灣台南市白河区21號,4.5,213
龍湖山生態農莊longhushan,restaurant,733台灣臺南市東山區109之6號,4.5,124
花田耕咖啡,cafe,733台灣臺南市東山區科里里,4.6,154
瓷皮蓮蔬食餐廳,store,732台灣臺南市白河區62-18號（山景土雞城旁,5.0,7
太康食堂,restaurant,736台灣臺南市柳營區義士路三段121號2樓,4.8,1246
太康有機農業專區營運中心,"grocery_or_supermarket, store",736台灣臺南市柳營區義士路三段121號,4.9,101
太康壹壹參,restaurant,73659台灣臺南市柳營區113-1號,4.5,61
洪廚喜宴,restaurant,736台灣臺南市柳營區雙和路51號,4.6,38
果毅後阿珠雞肉飯,restaurant,736台灣臺南市柳營區343號,4.7,54
烤友社,restaurant,736台灣臺南市柳營區173-20號,4.9,469
烏丼(不提供訂位）,restaurant,736台灣臺南市柳營區成功街71號,4.6,42
嚷壤,restaurant,711台灣臺南市歸仁區文化街三段73號,4.7,116
三玳蔬食(蛋奶素、全素),restaurant,711台灣臺南市歸仁區高發二路357號,4.6,81
彌勒素食,restaurant,711台灣臺南市歸仁區民權北路147號,4.6,39
福爾摩莎 - 素食小點 Vegetarian,restaurant,711台灣臺南市歸仁區文化街三段16號,4.7,36
緣圓素食,restaurant,711台灣臺南市歸仁區中山路二段123號,4.6,41
林媽媽素食,restaurant,711台灣臺南市歸仁區大順街10號,4.5,30
囍-手作地瓜球｜休息日請見FB/IG貼文,"restaurant, store",711台灣臺南市歸仁區民權北路145號號旁,4.9,377
鮮肉/素食煎餃,restaurant,71127台灣臺南市歸仁區文化街二段53號,4.6,8
好寶好食 The Fabulous /椬式感｜歸仁健康餐盒．抓周派對．輕食外燴,"bakery, restaurant, store",711台灣台南市归仁区歸仁十三路一段160號,4.8,345
心湶茶飲簡餐,restaurant,711台灣臺南市歸仁區中正北路一段140號,4.5,27
有機素食早餐,restaurant,711台灣臺南市歸仁區中山路一段453號,4.8,35
紫雲素食米粿,restaurant,711台灣臺南市歸仁區和平北街4號,4.7,3
春時,restaurant,711台灣臺南市歸仁區中正六街26號,4.5,73
大通108私房料理,"cafe, restaurant, store",711台灣臺南市歸仁區大通路108號,4.9,111
天心坊湯包-歸仁店,restaurant,711台灣臺南市歸仁區中正南路一段53號,4.7,26
捲八郎 台式創意捲壽司專賣店,"meal_takeaway, restaurant",711台灣臺南市歸仁區民權三街38號,4.7,156
徠 台灣新知味 台南歸仁總店,restaurant,711台灣臺南市歸仁區中山路三段455號,4.6,1284
歸仁豆乳雞,restaurant,711台灣臺南市歸仁區大德路,4.8,49
天吉屋食堂,restaurant,711台灣臺南市歸仁區民權北路81號,4.5,282
吉祥圓素食超市-歸仁店,"furniture_store, home_goods_store, store",711台灣臺南市歸仁區文化街二段29號,5.0,9
甄鴻豬油拌飯榨菜肉絲麵,restaurant,711台灣臺南市歸仁區文化街二段117號,4.6,177
Mochi Mochi 鬆餅屋 - 台南三井 Outlet 店,restaurant,711台灣臺南市歸仁區歸仁大道101號靠近南門1F,4.6,1544
黃家豆菜麵 中式早午餐,restaurant,711台灣臺南市歸仁區民族南街１８號,4.6,197
卡西法No.46廚房-歸仁創始店,restaurant,711台灣臺南市歸仁區中正六街32號,4.9,1616
帕莎蒂娜烘焙坊 - 歸仁店（餐廳週一公休）,"bakery, store",711台灣臺南市歸仁區公園路146號,4.6,287
家星極鍋物,restaurant,711台灣臺南市歸仁區大通路76-2號,4.9,898
歸仁土地公臭豆腐,restaurant,711台灣臺南市歸仁區文化街三段306號,4.6,45
旭麵,restaurant,711台灣臺南市歸仁區民權南路170號1樓,4.6,750
阿仁鐵板燒（整修內用裝潢中）,restaurant,711台灣臺南市歸仁區文化16街57號,5.0,320
傑做魯麵便當,restaurant,711台灣臺南市歸仁區大智街22號,4.8,25
天惠素食,restaurant,710台灣臺南市永康區中山東路86號,4.5,26
永康素食,restaurant,710台灣臺南市永康區永明街52-2號,4.6,233
尚提健康素食,restaurant,710台灣臺南市永康區中正七街13號,4.6,56
素食脆皮薯薯,restaurant,710台灣臺南市永康區自強路336號,4.8,56
復渼小棧（永康中山南路）,restaurant,710台灣臺南市永康區中山南路912號,5.0,10
品味蔬食烙餅,restaurant,710台灣臺南市永康區大橋一街191號,5.0,2
䊆ㄐㄧㄡˋ是蔬食,"restaurant, store",710台灣臺南市永康區三村一街121號,4.8,202
素香庭 Sweet Veggie - 台南店,restaurant,710台灣臺南市永康區尚頂路192號,4.7,140
好食齋素食,restaurant,710台灣臺南市永康區永和街10號,4.7,86
大樂蔬食坊,restaurant,710台灣臺南市永康區中山南路479號,4.6,229
恆河仙雞（恆河蔬食手作）,restaurant,710台灣臺南市永康區自強路296號,5.0,18
素河粉,restaurant,710台灣臺南市永康區大灣路624號,4.7,109
早菜單蔬食手作 |電話訂餐可避免久候唷！,restaurant,710台灣臺南市永康區勝華街130號,4.8,188
廣緣蔬食館,restaurant,710台灣臺南市永康區忠孝路227號,4.8,16
原鄉素食,restaurant,710台灣臺南市永康區富強路二段76號,4.7,12
梵提素食坊,restaurant,710台灣臺南市永康區大仁街225-3號,4.6,59
慈悲素食自助餐,restaurant,710台灣臺南市永康區華興街186號,4.9,15
旺旺蔬食飯捲（公休不一定）,restaurant,710台灣臺南市永康區永大路二段770號,5.0,14
元泰素食,restaurant,710台灣臺南市永康區民族路425-7號,4.5,66
素食炸物店,restaurant,710台灣臺南市永康區大灣路163號,4.9,16
好粥對麵素食廣東粥永康店,restaurant,710017台灣臺南市永康區自強路218號,5.0,8
菩提門健康素食,restaurant,710台灣臺南市永康區362巷14號,5.0,11
素香園,restaurant,710台灣臺南市永康區,5.0,1
寶養素食自助餐,restaurant,710台灣臺南市永康區中正路101號,4.6,17
和咖啡 He Cafe,"restaurant, store",710台灣臺南市永康區華興街87號,4.8,26
廣佶達素食商店(永康店,"grocery_or_supermarket, health, store",710台灣臺南市永康區崑山街107號對面鐵皮屋,4.6,33
素食麵店,restaurant,710台灣臺南市永康區崑山街135號,4.7,3
就素好,restaurant,710台灣臺南市永康區自強路323-307號,5.0,3
玉米小廚坊,restaurant,710台灣臺南市永康區中山南路1106號,4.6,28
素食快餐,restaurant,710台灣臺南市永康區中正南路739號,5.0,2
明軒素食,restaurant,710台灣臺南市永康區鹽洲一街50號,4.8,13
早安素食,restaurant,710台灣臺南市永康區中山南路592號,5.0,25
素食水煎包,restaurant,710台灣臺南市永康區永華路299號,4.5,23
黃金蕎麥探索館,restaurant,714台灣臺南市玉井區內山公路288號,4.9,7674
天意素食早餐,restaurant,732台灣臺南市白河區三民路428號,5.0,3
素食水煎包,store,723台灣臺南市西港區新興街11號,4.8,19
象牙樹園,restaurant,718台灣台南市关庙区旺萊路466巷12號,4.8,49
水煎素包,restaurant,718台灣臺南市關廟區中央路246之3號,5.0,10
食光杯台南關廟店,restaurant,718台灣臺南市關廟區巡府路18號,4.7,106
素食烙餅,,718台灣臺南市關廟區文衡路30號,4.7,10
3弄8巷茶飲（輕食）,restaurant,718台灣臺南市關廟區光復街2號,4.9,15
庭美味陝西美食,restaurant,718台灣臺南市關廟區大富街366号,4.9,14
一炎拉麵,restaurant,718台灣臺南市關廟區中央路123號,4.7,168
采竹香食堂,restaurant,719台灣臺南市關廟區223號,4.8,5
饗吃燒臘,restaurant,718台灣臺南市關廟區中央路129號,4.7,61
丐幫滷味關廟分舵,restaurant,718台灣臺南市關廟區中山路一段576號,4.7,91
全方味早餐關廟店,restaurant,718台灣臺南市關廟區和平路219號,4.7,43
饗翻天臭臭鍋【關廟店】,restaurant,718台灣臺南市關廟區東興路1號,4.9,1064
關廟漢皇薑母鴨,restaurant,718台灣臺南市關廟區中山路一段630號,4.8,46
乙勝拉麵，湯飯,restaurant,718台灣臺南市關廟區中正路862號,4.7,130
石家莊舒食雞-關廟總店【舒肥雞+蔬食專賣】#無電話預約服務,store,718台灣臺南市關廟區南雄路二段1號,4.8,415
上智關廟麵,,718台灣臺南市關廟區保東一街355號,4.6,190
阿忠麵攤,restaurant,718台灣臺南市關廟區南雄路一段475號,4.6,25
容小妹蔬食關東煮,restaurant,737台灣臺南市鹽水區南門路133號,5.0,4
鹽水慈心素食,restaurant,737台灣臺南市鹽水區三福路20號,4.5,11
招牌蔬菜捲&脆皮蛋餅,restaurant,737台灣臺南市鹽水區中正路82號,4.7,54
蓮印素食筵席外燴,restaurant,737台灣臺南市鹽水區南門路80巷20弄30號,4.5,2
心生活食堂,"cafe, restaurant, store",737台灣臺南市鹽水區117號,4.9,688
素食水煎包,restaurant,73746台灣臺南市鹽水區朝琴路18號,5.0,11
南榮食堂,restaurant,737台灣臺南市鹽水區朝琴路168號,4.6,10
老牌子麻豆碗粿,restaurant,737台灣臺南市鹽水區南門路191號,4.5,49
澄食蔬園餐廳-菩提澄園庇護工場｜麻豆美食｜素食火鍋｜蔬食餐廳｜包子饅頭,restaurant,721台灣臺南市麻豆區民權路26-1號,4.5,244
阿軒蔬果吧,,721台灣臺南市麻豆區中正路3號,4.8,448
麻豆素食章魚燒,store,721台灣臺南市麻豆區忠孝路8-12號,4.6,43
顏媽媽素食攤,restaurant,721台灣臺南市麻豆區中正路57號80之5號,4.6,82
樂緣素食（素食麵線糊、素食割包）,restaurant,721台灣臺南市麻豆區中正路80-21號,5.0,3
吳菜單素食料理,restaurant,721台灣臺南市麻豆區文昌路19-2號,5.0,6
食光杯台南麻豆店,restaurant,72153台灣臺南市麻豆區寮子廍553號,4.7,80
李進生飲食攤,restaurant,"號 No. 8, No. 10信義路麻豆區臺南市台灣 721",4.8,51
義Darling麵/熊家鍋燒/糖心咖哩#不定時公休,restaurant,721台灣臺南市麻豆區文昌路6-15號,4.6,55
豐禾香雞庭園,restaurant,845台灣臺南市龍崎區五間7號,4.6,69
樹不子田園山莊,restaurant,719台灣臺南市龍崎區24號,4.6,81
阿月窯烤地瓜,restaurant,719台灣臺南市龍崎區8號,5.0,4
吉祥土雞城,store,719台灣臺南市龍崎區28號,4.5,67
立川堅果饅頭,"cafe, restaurant, store",712台灣台南市新化区6號,4.9,100
魔豆娃娃遇見蔬食鹹酥G,restaurant,822台灣高雄市阿蓮區中正路325號,4.6,56
小木屋鍋物,restaurant,718台灣臺南市關廟區巡府路46號,4.5,44
